month,group,commodity,unit,quantity_2025,rupees_2025,dollar_2025,quantity_2024,rupees_2024,dollar_2024,tradetype,unknow
2025-03,Other Manufactures Group,B GLOVES,TH.DOZ,70.0,1340.0,4784.0,54.0,1057.0,0.0,Export,3794
2025-03,Other Manufactures Group,C OTHERS,-,0.0,2153.0,7686.0,0.0,2033.0,0.0,Export,7294
2025-03,Other Manufactures Group,LEATHER TANNED,M.T,833.0,3522.0,12575.0,978.0,3453.0,0.0,Export,12389
2025-03,Other Manufactures Group,LEATHER MANUFACTURES,-,0.0,12594.0,44963.0,0.0,10700.0,0.0,Export,38392
2025-03,Other Manufactures Group,A LEATHER GARMENTS,TH.DOZ,143.0,4635.0,16550.0,127.0,3960.0,0.0,Export,14209
2025-03,Other Manufactures Group,B LEATHER GLOVES,TH.DOZ,890.0,7578.0,27056.0,737.0,6419.0,0.0,Export,23031
2025-03,Other Manufactures Group,C OTHER LEATHER MANUFACTURES,-,0.0,380.0,1357.0,0.0,321.0,0.0,Export,1152
2025-03,Other Manufactures Group,FOOTWEAR,TH.Pairs,1534.0,3617.0,12913.0,2193.0,3735.0,0.0,Export,13401
2025-03,Other Manufactures Group,A LEATHER FOOTWEAR,TH.Pairs,756.0,2795.0,9979.0,604.0,2379.0,0.0,Export,8537
2025-03,Other Manufactures Group,B CANVAS FOOTWEAR,TH.Pairs,3.0,17.0,60.0,20.0,87.0,0.0,Export,311
2025-03,Other Manufactures Group,C OTHER FOOTWEAR,TH.Pairs,775.0,805.0,2874.0,1569.0,1269.0,0.0,Export,4553
2025-03,Other Manufactures Group,SURGICAL GOODS MEDICAL INSTRUMENTS,-,0.0,10697.0,38193.0,0.0,11205.0,0.0,Export,40202
2025-03,Other Manufactures Group,CUTLERY,-,0.0,1287.0,4595.0,0.0,1592.0,0.0,Export,5713
2025-03,Other Manufactures Group,ONYX MANUFACTURED,M.T,111.0,117.0,417.0,114.0,96.0,0.0,Export,345
2025-03,Other Manufactures Group,CHEMICALS AND PHARMPRODUCTS,-,0.0,37194.0,132795.0,0.0,37416.0,0.0,Export,134250
2025-03,Other Manufactures Group,A FERTILIZER MANUFACTURED,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-03,Other Manufactures Group,B PLASTIC MATERIALS,M.T,39301.0,11718.0,41836.0,33723.0,10118.0,0.0,Export,36302
2025-03,Other Manufactures Group,C PHARMACEUTICAL PRODUCTS,M.T,8018.0,10033.0,35821.0,10835.0,10612.0,0.0,Export,38077
2025-03,Other Manufactures Group,D OTHER CHEMICALS,-,0.0,15443.0,55138.0,0.0,16686.0,0.0,Export,59871
2025-03,Other Manufactures Group,ENGINEERING GOODS,-,0.0,10738.0,38337.0,0.0,9142.0,0.0,Export,32804
2025-03,Other Manufactures Group,A ELECTRIC FANS,TH.NOS,198.0,1252.0,4470.0,249.0,1089.0,0.0,Export,3908
2025-03,Other Manufactures Group,B TRANSPORT EQUIPMENT,-,0.0,1208.0,4313.0,0.0,710.0,0.0,Export,2547
2025-03,Other Manufactures Group,C OTHER ELECTRICAL MACHINERY,-,0.0,1243.0,4440.0,0.0,1728.0,0.0,Export,6200
2025-03,Other Manufactures Group,D MACHINERY SPECIALIZED FOR,,0.0,0.0,0.0,0.0,0.0,0.0,Export,
2025-03,Particular Industries Group,E AUTO PARTS ACCESSORIES,-,0.0,551.0,1967.0,0.0,614.0,0.0,Export,2204
2025-03,Particular Industries Group,F RUBBER TYRES TUBES,TH.NOS,2228.0,2729.0,9742.0,1760.0,2299.0,0.0,Export,8248
2025-03,Particular Industries Group,G OTHER MACHINERY,-,0.0,2586.0,9233.0,0.0,1825.0,0.0,Export,6549
2025-03,Particular Industries Group,GEMS,K.G,28.0,51.0,181.0,34.0,77.0,0.0,Export,277
2025-03,Particular Industries Group,JEWELLARY,-,0.0,276.0,986.0,0.0,268.0,0.0,Export,962
2025-03,Particular Industries Group,FURNITURE,TH.NOS,69.0,115.0,411.0,107.0,150.0,0.0,Export,540
2025-03,Particular Industries Group,MOLASSES,M.T,9183.0,340.0,1215.0,51610.0,2630.0,0.0,Export,9438
2025-03,Particular Industries Group,HANDICRAFTS,-,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-03,Particular Industries Group,CEMENT,M.T,627552.0,6163.0,22004.0,391957.0,4340.0,0.0,Export,15572
2025-03,Particular Industries Group,GUAR AND GUAR PRODUCTS,M.T,1106.0,541.0,1933.0,2466.0,1102.0,0.0,Export,3953
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Export,Dollars_2024
2025-04,Food Group,RICE, M.T,407329.4842004545,57910.19600455858,206296.0,529847.0,97815.887266,0.0,Export,351675.468
2025-04,Food Group,A BASMATI, M.T,43895.037527,12840.07908969269,45741.0,66903.0,21378.195805,0.0,Export,76860.593
2025-04,Food Group,B OTHERS, M.T,363434.4466734545,45070.11691486589,160555.0,462944.0,76437.691461,0.0,Export,274814.875
2025-04,Food Group,FISH FISH PREPARATIONS, M.T,20358.49947,13470.049375913704,47985.0,20571.211,12123.042677,0.0,Export,43585.749
2025-04,Food Group,FRUITS, M.T,16227.577308,1713.166653986499,6103.0,23471.794,2319.520939,0.0,Export,8339.339
2025-04,Food Group,VEGETABLES, M.T,198875.3058128568,11404.293419208205,40626.0,126257.898,9097.321291,0.0,Export,32707.414
2025-04,Food Group,LEGUMINOUS VEGETABLES PULSES, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-04,Food Group,TOBACCO, M.T,1892.172,1988.4203852944,7083.0,270.875,220.226456,0.0,Export,791.777
2025-04,Food Group,WHEAT, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-04,Food Group,SPICES, M.T,1876.322136,1880.795208919401,6700.0,1995.97,1891.705812,0.0,Export,6801.206
2025-04,Food Group,OIL SEEDS NUTS AND KERNALS, M.T,4867.7081292,1803.3920309617008,6424.0,4072.142,1491.065274,0.0,Export,5360.798
2025-04,Food Group,SUGAR, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-04,Food Group,MEAT AND MEAT PREPARATIONS, M.T,7812.197847700001,9835.749234342304,35038.0,10847.095,12210.766493,0.0,Export,43901.156
2025-04,Food Group,ALL OTHER FOOD ITEMS,    -,0.0,16315.653819320103,58122.0,0.0,21663.548163,0.0,Export,77886.51
2025-04,Textile Group,RAW COTTON, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-04,Textile Group,COTTON YARN, M.T,14006.947743199991,10564.7817597026,37635.0,19526.922,15051.655163,0.0,Export,54114.91
2025-04,Textile Group,COTTON CLOTH, M.T,23357.67888879998,35474.003358021866,126371.0,25200.88,37555.537576,0.0,Export,135022.639
2025-04,Textile Group,COTTON CARDED OR COMBED, M.T,44.0,23.683923,0.0,44.0,23.683923,0.0,Export,85.15
2025-04,Textile Group,YARN OTHER THAN COTTON YARN, M.T,847.9385979000001,606.5857189958,2161.0,774.796,598.996641,0.0,Export,2153.556
2025-04,Textile Group,KNITWEAR,TH.DOZ,20643.0630136,93448.3034827236,332895.0,20125.451,90772.410897,0.0,Export,326352.33
2025-04,Textile Group,BED WEAR, M.T,32331.164495500005,54921.64756931671,195650.0,34593.336,56331.892917,0.0,Export,202528.913
2025-04,Textile Group,TOWELS, M.T,17437.557306600043,23747.846719978512,84598.0,16701.373,22459.447542,0.0,Export,80747.995
2025-04,Textile Group,TENTSCANVAS TARPULIN, M.T,2248.0781645000006,2209.2611643947,7870.0,2572.845,2579.241248,0.0,Export,9273.093
2025-04,Textile Group,READYMADE GARMENTS,TH.DOZ,5941.0,84968.38714211553,302687.0,6197.142,81019.639553,0.0,Export,291288.222
2025-04,Textile Group,ARTSILK SYNTHETIC TEXTILE, M.T,5834.219458899998,7563.310354343202,26943.0,6388.272,7742.356797,0.0,Export,27835.946
2025-04,Textile Group,MADEUP ARTICLESEXCLTOWELS BEDWEAR,   -,0.0,15301.985075409995,54511.0,0.0,14842.617451,0.0,Export,53363.344
2025-04,Textile Group,OTHER TEXTILE MATERIALS,   -,0.0,13848.842823241705,49334.0,0.0,15171.843695,0.0,Export,54547.081
2025-04,Petroleum  & Coal Group,PETROLEUM CRUDE, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-04,Petroleum  & Coal Group,PETROLEUM PRODUCTSEXCL TOP NAPHTA, M.T,105514.923,12811.048296289602,45637.0,55088.0,7096.128683,0.0,Export,25512.566
2025-04,Petroleum  & Coal Group,PETROLEUM TOP NAPHTA, M.T,28488.757,5702.127367923101,20313.0,0.0,0.0,0.0,Export,0
2025-04,Petroleum  & Coal Group,SOLID FUELS COAL, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-04,Other Manufactures Group,CARPETS RUGS MATS,TH.SQM,116.51187670000002,724.0938129526,2579.0,163.978,1437.760996,0.0,Export,5169.149
2025-04,Other Manufactures Group,SPORTS GOODS,   -,0.0,8173.881301821296,29119.0,0.0,10499.559911,0.0,Export,37748.828
2025-04,Other Manufactures Group,A FOOTBALLS,TH.DOZ,300.0,4918.054729313198,17520.0,511.227,7310.036813,0.0,Export,26281.628
2025-04,Other Manufactures Group,B GLOVES,TH.DOZ,67.0,1332.7768588387987,4748.0,64.105,1247.373547,0.0,Export,4484.639
2025-04,Other Manufactures Group,C OTHERS,   -,0.0,1923.0497136692995,6851.0,0.0,1942.149551,0.0,Export,6982.561
2025-04,Other Manufactures Group,LEATHER TANNED, M.T,714.1626382000001,3094.1664067090983,11022.0,990.226,3469.714588,0.0,Export,12474.586
2025-04,Other Manufactures Group,LEATHER MANUFACTURES,    -,0.0,9984.449958181303,35567.0,0.0,11700.419243000002,0.0,Export,42066.301999999996
2025-04,Other Manufactures Group,A LEATHER GARMENTS, TH.DOZ,127.0,4143.171174410806,14759.0,167.361,4429.121102,0.0,Export,15923.955
2025-04,Other Manufactures Group,B LEATHER GLOVES, TH.DOZ,601.0,5585.708061917497,19898.0,775.156,6972.035238,0.0,Export,25066.414
2025-04,Other Manufactures Group,C OTHER LEATHER MANUFACTURES,    -,0.0,255.57072185300007,910.0,0.0,299.262903,0.0,Export,1075.933
2025-04,Other Manufactures Group,FOOTWEAR,TH.Pairs,1134.8760101,2570.1466585022,9155.0,1315.514,2759.8107,0.0,Export,9922.302
2025-04,Other Manufactures Group,A LEATHER FOOTWEAR,TH.Pairs,452.5210101,2011.378083503,7165.0,472.491,1968.442009,0.0,Export,7077.099
2025-04,Other Manufactures Group,B CANVAS FOOTWEAR,TH.Pairs,0.839,4.808555749799999,17.0,24.716,135.841311,0.0,Export,488.387
2025-04,Other Manufactures Group,C OTHER FOOTWEAR,TH.Pairs,681.516,553.9600192494001,1973.0,818.307,655.52738,0.0,Export,2356.816
2025-04,Other Manufactures Group,SURGICAL GOODS MEDICAL INSTRUMENTS,    -,0.0,9823.33178370878,34994.0,0.0,9768.75862,0.0,Export,35121.401
2025-04,Other Manufactures Group,CUTLERY,    -,0.0,1175.4905686892992,4188.0,0.0,1248.860748,0.0,Export,4489.992
2025-04,Other Manufactures Group,ONYX MANUFACTURED,   M.T,81.0,75.15706331589995,268.0,118.275,105.645831,0.0,Export,379.823
2025-04,Other Manufactures Group,CHEMICALS AND PHARMPRODUCTS,    -,0.0,38958.52969897751,138784.0,0.0,31360.559732,0.0,Export,112750.00399999999
2025-04,Other Manufactures Group,A FERTILIZER MANUFACTURED,   M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-04,Other Manufactures Group,B PLASTIC MATERIALS,   M.T,38070.9566209,11321.894222727498,40333.0,26611.946,8428.989568,0.0,Export,30304.585
2025-04,Other Manufactures Group,C PHARMACEUTICAL PRODUCTS,   M.T,6314.84188178311,10244.4055029076,36494.0,7356.649,8264.550656,0.0,Export,29713.361
2025-04,Other Manufactures Group,D OTHER CHEMICALS,    -,0.0,17392.229973342404,61957.0,0.0,14667.019508,0.0,Export,52732.058
2025-04,Other Manufactures Group,ENGINEERING GOODS,    -,0.0,7333.8056904867,26126.0,0.0,7863.386563,0.0,Export,28271.072
2025-04,Other Manufactures Group,A ELECTRIC FANS,TH.NOS,115.0,727.8172860519999,2593.0,217.723,1041.229254,0.0,Export,3743.507
2025-04,Other Manufactures Group,B TRANSPORT EQUIPMENT,    -,0.0,1010.0302376956,3598.0,0.0,748.89594,0.0,Export,2692.491
2025-04,Other Manufactures Group,C OTHER ELECTRICAL MACHINERY,    -,0.0,735.9710165681001,2622.0,0.0,1074.632823,0.0,Export,3863.609
2025-04,Other Manufactures Group,D MACHINERY SPECIALIZED FOR,,0.0,0.0,0.0,0.0,0.0,0.0,Export,
2025-04,Particular Industries Group,E AUTO PARTS ACCESSORIES,    -,0.0,444.1448320567001,1582.0,0.0,511.954213,0.0,Export,1840.615
2025-04,Particular Industries Group,F RUBBER TYRES TUBES,TH.NOS,1328.8268,1597.4540991289002,5691.0,1715.134,2245.241517,0.0,Export,8072.272
2025-04,Particular Industries Group,G OTHER MACHINERY,    -,0.0,1736.5278619756998,6186.0,0.0,1622.55958,0.0,Export,5833.558
2025-04,Particular Industries Group,GEMS,K.G,91.0,358.6294274500001,1278.0,27.0,51.193571,0.0,Export,184.056
2025-04,Particular Industries Group,JEWELLARY,    -,0.0,157.2500068889,560.0,0.0,18.473194,0.0,Export,66.418
2025-04,Particular Industries Group,FURNITURE,TH.NOS,98.33818,144.53097134729998,515.0,77.0,96.462974,0.0,Export,346.808
2025-04,Particular Industries Group,MOLASSES,   M.T,5415.448,202.0896340125,720.0,42659.0,2099.065267,0.0,Export,7546.727
2025-04,Particular Industries Group,HANDICRAFTS,    -,0.0,29.4105,105.0,0.0,0.0,0.0,Export,0
2025-04,Particular Industries Group,CEMENT,   M.T,643830.6,6637.164850521702,23644.0,664808.0,6974.150996,0.0,Export,25074.001
2025-04,Particular Industries Group,GUAR AND GUAR PRODUCTS,   M.T,915.4045,502.0170588269,1788.0,1707.0,800.593735,0.0,Export,2878.359
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Export,Dollars_2024
2025-06,Food Group,RICE, M.T,272752.1863705,42395.5301195113,149807.0,433739.0,84581.477865,0.0,Export,303770.522
2025-06,Food Group,A BASMATI, M.T,47516.4761635,13763.745110498716,48635.0,94895.0,28705.393874,0.0,Export,103094.121
2025-06,Food Group,B OTHERS, M.T,225235.71020700003,28631.785009012583,101172.0,338844.0,55876.083991,0.0,Export,200676.401
2025-06,Food Group,FISH FISH PREPARATIONS, M.T,17637.542513300003,10762.823150237402,38031.0,14718.352,8644.013723,0.0,Export,31044.605
2025-06,Food Group,FRUITS, M.T,42310.4642017,10350.64774832021,36575.0,70450.047,13570.721151,0.0,Export,48738.692
2025-06,Food Group,VEGETABLES, M.T,51140.67141350001,4105.768003485298,14508.0,68874.678,5760.747185,0.0,Export,20689.464
2025-06,Food Group,LEGUMINOUS VEGETABLES PULSES, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-06,Food Group,TOBACCO, M.T,2338.266,2259.6836732461006,7985.0,681.158,550.438642,0.0,Export,1976.873
2025-06,Food Group,WHEAT, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-06,Food Group,SPICES, M.T,2301.082376499997,2408.973772194096,8512.0,2703.276,2012.110082,0.0,Export,7226.42
2025-06,Food Group,OIL SEEDS NUTS AND KERNALS, M.T,7766.2195324,2349.617485448899,8303.0,5550.811,2302.947371,0.0,Export,8270.928
2025-06,Food Group,SUGAR, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-06,Food Group,MEAT AND MEAT PREPARATIONS, M.T,6212.6896587,8065.994045221903,28502.0,7953.409,10030.221692,0.0,Export,36023.101
2025-06,Food Group,ALL OTHER FOOD ITEMS,    -,0.0,21357.04739340501,75467.0,0.0,24009.766496,0.0,Export,86229.976
2025-06,Textile Group,RAW COTTON, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-06,Textile Group,COTTON YARN, M.T,24857.738659799998,17592.71471633108,62165.0,16318.537,12618.027225,0.0,Export,45317.064
2025-06,Textile Group,COTTON CLOTH, M.T,22726.7594212,34720.7391570316,122688.0,25029.513,37625.5252,0.0,Export,135130.403
2025-06,Textile Group,COTTON CARDED OR COMBED, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-06,Textile Group,YARN OTHER THAN COTTON YARN, M.T,1282.3403348000002,952.4898753091996,3366.0,605.899,451.208917,0.0,Export,1620.496
2025-06,Textile Group,KNITWEAR,TH.DOZ,24765.0,128799.71333157326,455122.0,22995.882,119052.980298,0.0,Export,427573.309
2025-06,Textile Group,BED WEAR, M.T,44401.65245589999,77355.39095862368,273340.0,39551.316,65289.671545,0.0,Export,234484.947
2025-06,Textile Group,TOWELS, M.T,18313.434901799963,24674.175559302977,87188.0,17807.959,24272.283686,0.0,Export,87172.776
2025-06,Textile Group,TENTSCANVAS TARPULIN, M.T,2233.334984,2009.5750898591,7101.0,2696.05,2808.947705,0.0,Export,10088.211
2025-06,Textile Group,READYMADE GARMENTS,TH.DOZ,7100.0,101915.00686251304,360124.0,6315.194,90431.6600120001,0.0,Export,324781.204
2025-06,Textile Group,ARTSILK SYNTHETIC TEXTILE, M.T,7024.545993199999,9567.4890770789,33807.0,6792.407,8738.312644,0.0,Export,31383.29
2025-06,Textile Group,MADEUP ARTICLESEXCLTOWELS BEDWEAR,   -,0.0,17694.39688285961,62524.0,0.0,16598.162824,0.0,Export,59611.559
2025-06,Textile Group,OTHER TEXTILE MATERIALS,   -,0.0,15364.227719053097,54291.0,0.0,15941.512205,0.0,Export,57253.303
2025-06,Petroleum  & Coal Group,PETROLEUM CRUDE, M.T,39883.971,4970.4162455649,17563.0,64667.0,11950.310456,0.0,Export,42918.996
2025-06,Petroleum  & Coal Group,PETROLEUM PRODUCTSEXCL TOP NAPHTA, M.T,85583.483,10753.2197364416,37997.0,62410.0,8628.723191,0.0,Export,30989.668
2025-06,Petroleum  & Coal Group,PETROLEUM TOP NAPHTA, M.T,9812.571,1772.0979234709,6262.0,0.0,0.0,0.0,Export,0
2025-06,Petroleum  & Coal Group,SOLID FUELS COAL, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-06,Other Manufactures Group,CARPETS RUGS MATS,TH.SQM,361.7035753999994,1982.4625260017003,7005.0,259.348,1297.27657,0.0,Export,4659.116
2025-06,Other Manufactures Group,SPORTS GOODS,   -,0.0,10295.12490179901,36379.0,0.0,9454.068803,0.0,Export,33953.854
2025-06,Other Manufactures Group,A FOOTBALLS,TH.DOZ,366.0,6145.750748102112,21716.0,407.301,6009.746565,0.0,Export,21583.716
2025-06,Other Manufactures Group,B GLOVES,TH.DOZ,85.0,1562.302720671198,5521.0,66.371,1373.812953,0.0,Export,4933.98
2025-06,Other Manufactures Group,C OTHERS,   -,0.0,2587.0714330257,9142.0,0.0,2070.509285,0.0,Export,7436.158
2025-06,Other Manufactures Group,LEATHER TANNED, M.T,617.2731797999998,3333.6022816836,11780.0,590.845,2805.89998,0.0,Export,10077.258
2025-06,Other Manufactures Group,LEATHER MANUFACTURES,    -,0.0,14360.930908261,50745.0,0.0,13857.353516,0.0,Export,49768.058
2025-06,Other Manufactures Group,A LEATHER GARMENTS, TH.DOZ,300.0,7029.706336040804,24840.0,159.105,6187.574004,0.0,Export,22222.386
2025-06,Other Manufactures Group,B LEATHER GLOVES, TH.DOZ,799.0,7032.524818292797,24850.0,817.387,7294.593407,0.0,Export,26198.208
2025-06,Other Manufactures Group,C OTHER LEATHER MANUFACTURES,    -,0.0,298.6997539274,1055.0,0.0,375.186105,0.0,Export,1347.464
2025-06,Other Manufactures Group,FOOTWEAR,TH.Pairs,1474.28295,4151.830414757698,14671.0,1648.837,4205.671102,0.0,Export,15104.470000000001
2025-06,Other Manufactures Group,A LEATHER FOOTWEAR,TH.Pairs,732.63538,3405.5576429337984,12034.0,755.466,3371.488627,0.0,Export,12108.538
2025-06,Other Manufactures Group,B CANVAS FOOTWEAR,TH.Pairs,13.656,81.49288654520001,288.0,9.181,52.231064,0.0,Export,187.584
2025-06,Other Manufactures Group,C OTHER FOOTWEAR,TH.Pairs,727.99157,664.7798852787004,2349.0,884.19,781.951411,0.0,Export,2808.348
2025-06,Other Manufactures Group,SURGICAL GOODS MEDICAL INSTRUMENTS,    -,0.0,10946.30131516348,38679.0,0.0,10307.812956,0.0,Export,37020.071
2025-06,Other Manufactures Group,CUTLERY,    -,0.0,1305.0017675896004,4611.0,0.0,1324.805281,0.0,Export,4757.982
2025-06,Other Manufactures Group,ONYX MANUFACTURED,   M.T,154.0,157.1787466546,555.0,105.353,67.301273,0.0,Export,241.706
2025-06,Other Manufactures Group,CHEMICALS AND PHARMPRODUCTS,    -,0.0,33355.2055458861,117863.0,0.0,33548.563190999994,0.0,Export,120488.208
2025-06,Other Manufactures Group,A FERTILIZER MANUFACTURED,   M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-06,Other Manufactures Group,B PLASTIC MATERIALS,   M.T,23578.117090600004,7596.141538941999,26841.0,32221.333,10960.554085,0.0,Export,39364.351
2025-06,Other Manufactures Group,C PHARMACEUTICAL PRODUCTS,   M.T,6417.473862400002,8404.2215262747,29697.0,7625.304,8110.323123,0.0,Export,29127.873
2025-06,Other Manufactures Group,D OTHER CHEMICALS,    -,0.0,17354.842480669406,61325.0,0.0,14477.685983,0.0,Export,51995.984
2025-06,Other Manufactures Group,ENGINEERING GOODS,    -,0.0,9698.0369951182,34270.0,0.0,8725.613439,0.0,Export,31337.688000000002
2025-06,Other Manufactures Group,A ELECTRIC FANS,TH.NOS,128.0,846.8803415241999,2993.0,212.3,1027.835478,0.0,Export,3691.427
2025-06,Other Manufactures Group,B TRANSPORT EQUIPMENT,    -,0.0,487.5857637021001,1723.0,0.0,424.897932,0.0,Export,1526.003
2025-06,Other Manufactures Group,C OTHER ELECTRICAL MACHINERY,    -,0.0,2096.6471966229,7409.0,0.0,1402.824625,0.0,Export,5038.185
2025-06,Other Manufactures Group,D MACHINERY SPECIALIZED FOR,,0.0,0.0,0.0,0.0,0.0,0.0,Export,
2025-06,Particular Industries Group,E AUTO PARTS ACCESSORIES,    -,0.0,524.0274310046,1852.0,0.0,500.229987,0.0,Export,1796.567
2025-06,Particular Industries Group,F RUBBER TYRES TUBES,TH.NOS,1816.073,2534.072640209301,8954.0,1376.6,1881.162623,0.0,Export,6756.109
2025-06,Particular Industries Group,G OTHER MACHINERY,    -,0.0,1824.9431764631,6449.0,0.0,2430.559469,0.0,Export,8729.26
2025-06,Particular Industries Group,GEMS,K.G,1.0,1.879796925,7.0,92.478,165.41747,0.0,Export,594.093
2025-06,Particular Industries Group,JEWELLARY,    -,0.0,7.750556144099998,27.0,0.0,800.570206,0.0,Export,2875.208
2025-06,Particular Industries Group,FURNITURE,TH.NOS,117.5574,190.50760055350003,673.0,93.21,156.471883,0.0,Export,561.989
2025-06,Particular Industries Group,MOLASSES,   M.T,1665.8,51.9991228625,184.0,24808.397,1232.162929,0.0,Export,4425.255
2025-06,Particular Industries Group,HANDICRAFTS,    -,0.0,46.8565,166.0,0.0,0.0,0.0,Export,0
2025-06,Particular Industries Group,CEMENT,   M.T,1106009.906,11843.074670147404,41848.0,905801.0,8274.922364,0.0,Export,29719.021
2025-06,Particular Industries Group,GUAR AND GUAR PRODUCTS,   M.T,819.99,486.8434042395,1720.0,1223.643,631.396765,0.0,Export,2267.635
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Export,Dollars_2024
2025-07,Food Group,RICE, M.T,291901.5060264,47694.67462367364,168109.90713516576,270002.0,57278.0,0.0,Export,205745
2025-07,Food Group,A BASMATI, M.T,52339.3588586,15823.612926366404,55759.53782931919,91370.0,25760.0,0.0,Export,92531
2025-07,Food Group,B OTHERS, M.T,239562.14716779997,31871.06169730724,112350.36930584656,178632.0,31518.0,0.0,Export,113214
2025-07,Food Group,FISH FISH PREPARATIONS, M.T,11781.962710000002,6379.6512401481,22447.669518582195,9713.0,5269.0,0.0,Export,18928
2025-07,Food Group,FRUITS, M.T,59981.0800686,16469.329154362913,57964.663805558914,52479.0,11235.0,0.0,Export,40357
2025-07,Food Group,VEGETABLES, M.T,60146.79994769999,4512.967688375397,15899.840553086378,85204.0,8041.0,0.0,Export,28884
2025-07,Food Group,LEGUMINOUS VEGETABLES PULSES, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-07,Food Group,TOBACCO, M.T,866.0,1130.1238627624002,3989.8560403455167,180.0,125.0,0.0,Export,450
2025-07,Food Group,WHEAT, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-07,Food Group,SPICES, M.T,2044.7989383,1919.4468193274,6753.143346384632,2042.0,1521.0,0.0,Export,5462
2025-07,Food Group,OIL SEEDS NUTS AND KERNALS, M.T,3533.7466819,1196.2183644034997,4210.653494674405,5148.0,1611.0,0.0,Export,5787
2025-07,Food Group,SUGAR, M.T,39158.0,6658.0,0.0,39158.0,6658.0,0.0,Export,23916
2025-07,Food Group,MEAT AND MEAT PREPARATIONS, M.T,9031.2094611,11496.245491758196,40460.58857880816,8408.0,10258.0,0.0,Export,36849
2025-07,Food Group,ALL OTHER FOOD ITEMS,    -,0.0,30433.985944972606,107158.95062184744,0.0,30453.0,0.0,Export,109388
2025-07,Textile Group,RAW COTTON, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-07,Textile Group,COTTON YARN, M.T,22536.369953099995,15930.585827383991,56070.25290087514,20431.0,15520.0,0.0,Export,55750
2025-07,Textile Group,COTTON CLOTH, M.T,27893.519151200016,40281.24735714248,141822.5448895748,26424.0,39016.0,0.0,Export,140148
2025-07,Textile Group,COTTON CARDED OR COMBED, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-07,Textile Group,YARN OTHER THAN COTTON YARN, M.T,1222.0756845000003,842.3504216141001,2965.4421473909506,943.0,711.0,0.0,Export,2556
2025-07,Textile Group,KNITWEAR,TH.DOZ,27649.0,145798.82791287496,513276.794883336,18303.0,99575.0,0.0,Export,357682
2025-07,Textile Group,BED WEAR, M.T,49495.9288604,84179.61598550716,296354.1545657937,35246.0,59661.0,0.0,Export,214305
2025-07,Textile Group,TOWELS, M.T,19355.639765699987,26665.54107165264,93876.9459322354,14570.0,19513.0,0.0,Export,70093
2025-07,Textile Group,TENTSCANVAS TARPULIN, M.T,2422.4913467999995,1926.9247085866,6783.374217418999,3086.0,3028.0,0.0,Export,10877
2025-07,Textile Group,READYMADE GARMENTS,TH.DOZ,7854.0,113682.94543479977,400251.5364821822,5737.0,82250.0,0.0,Export,295449
2025-07,Textile Group,ARTSILK SYNTHETIC TEXTILE, M.T,6627.365693,9416.412963469904,33149.657348616056,6179.0,7585.0,0.0,Export,27245
2025-07,Textile Group,MADEUP ARTICLESEXCLTOWELS BEDWEAR,   -,0.0,19847.49377219131,69866.72841337507,0.0,13379.0,0.0,Export,48058
2025-07,Textile Group,OTHER TEXTILE MATERIALS,   -,0.0,18513.93574727721,65173.55403236099,0.0,13634.0,0.0,Export,48973
2025-07,Petroleum  & Coal Group,PETROLEUM CRUDE, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-07,Petroleum  & Coal Group,PETROLEUM PRODUCTSEXCL TOP NAPHTA, M.T,82760.25072999999,10674.864548365702,37821.80274591578,115451.0,16162.0,0.0,Export,58056
2025-07,Petroleum  & Coal Group,PETROLEUM TOP NAPHTA, M.T,18326.882,3112.7622371582,10981.697784999824,8638.0,1567.0,0.0,Export,5630
2025-07,Petroleum  & Coal Group,SOLID FUELS COAL, M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
